Train_loss,Train_loss_index
74.0821,4786
74.0629,4787
74.0787,4788
74.0672,4789
74.0489,4790
74.0187,4791
74.008,4792
74.0446,4793
74.1204,4794
74.1003,4795
74.0785,4796
74.0623,4797
74.0502,4798
74.0411,4799
74.08,4800
74.0439,4801
74.0154,4802
74.0034,4803
73.9976,4804
73.9772,4805
73.9538,4806
73.9317,4807
73.9016,4808
74.0772,4809
74.0391,4810
74.0196,4811
73.9851,4812
73.9494,4813
73.9134,4814
73.8891,4815
73.8987,4816
73.8653,4817
74.013,4818
73.9913,4819
73.9824,4820
73.9819,4821
73.9733,4822
73.9386,4823
74.1515,4824
74.1113,4825
74.097,4826
74.0983,4827
74.0717,4828
74.0728,4829
74.0424,4830
74.0455,4831
74.0335,4832
74.1935,4833
74.1894,4834
74.174,4835
74.1668,4836
74.1393,4837
74.1195,4838
74.1034,4839
74.0709,4840
74.0469,4841
74.0172,4842
74.0331,4843
74.0294,4844
74.0365,4845
74.0339,4846
74.0358,4847
74.0181,4848
73.987,4849
73.9449,4850
176.0856,4851
135.8878,4852
221.2054,4853
169.5157,4854
152.6401,4855
133.0508,4856
123.1559,4857
114.1715,4858
105.6722,4859
99.8435,4860
91.9556,4861
85.5486,4862
81.6451,4863
89.276,4864
84.808,4865
81.342,4866
80.0269,4867
76.8429,4868
80.5848,4869
78.94,4870
77.8123,4871
76.2424,4872
74.5391,4873
74.009,4874
72.7349,4875
71.1932,4876
73.1891,4877
71.0924,4878
76.1262,4879
74.1694,4880
72.2644,4881
70.2842,4882
71.0997,4883
69.4235,4884
68.4526,4885
67.0888,4886
65.6464,4887
68.9719,4888
68.518,4889
67.8361,4890
66.5478,4891
65.514,4892
64.9762,4893
64.4214,4894
63.7286,4895
67.4046,4896
66.5205,4897
65.6233,4898
64.6194,4899
63.746,4900
63.065,4901
63.3559,4902
62.7965,4903
61.9514,4904
63.5335,4905
65.6037,4906
67.2551,4907
66.5845,4908
66.0505,4909
70.2846,4910
69.6336,4911
69.2291,4912
68.496,4913
76.9836,4914
77.2981,4915
78.0925,4916
77.3091,4917
77.7257,4918
77.1179,4919
76.41,4920
76.6845,4921
76.1213,4922
75.9206,4923
76.7181,4924
78.7573,4925
78.0626,4926
77.508,4927
76.7745,4928
82.1709,4929
81.5256,4930
81.5215,4931
81.0738,4932
80.8828,4933
80.605,4934
83.0383,4935
83.1406,4936
82.5537,4937
82.0845,4938
81.8014,4939
81.5564,4940
81.1989,4941
80.6064,4942
80.0043,4943
80.1437,4944
79.615,4945
79.1389,4946
82.2885,4947
81.6718,4948
81.5181,4949
81.2763,4950
80.8175,4951
80.4071,4952
80.2229,4953
79.7181,4954
79.5594,4955
78.9064,4956
78.9918,4957
78.997,4958
78.4792,4959
78.0066,4960
77.7983,4961
77.3629,4962
76.8957,4963
78.4534,4964
79.0664,4965
78.5439,4966
78.3128,4967
77.823,4968
77.4284,4969
77.0405,4970
76.5878,4971
76.4363,4972
75.9948,4973
75.5415,4974
75.3779,4975
74.9445,4976
76.1555,4977
75.7101,4978
75.2898,4979
74.8465,4980
74.6637,4981
74.6098,4982
75.0442,4983
74.8334,4984
74.7183,4985
74.5822,4986
74.2466,4987
73.8518,4988
75.7861,4989
75.531,4990
75.147,4991
74.804,4992
74.3828,4993
74.3102,4994
74.194,4995
73.9713,4996
73.7462,4997
73.7679,4998
73.5972,4999
73.3369,5000
73.3822,5001
73.0649,5002
72.7652,5003
72.422,5004
72.5171,5005
72.1888,5006
71.932,5007
73.0651,5008
72.8074,5009
72.4769,5010
72.2081,5011
73.1957,5012
72.8769,5013
72.5795,5014
72.9706,5015
72.823,5016
72.575,5017
73.1485,5018
72.9191,5019
72.6347,5020
72.4163,5021
72.4258,5022
72.2345,5023
71.9682,5024
71.9557,5025
71.8074,5026
71.582,5027
71.3487,5028
71.1566,5029
71.0109,5030
70.8788,5031
70.8842,5032
70.6543,5033
71.0166,5034
70.7691,5035
70.6024,5036
70.3435,5037
70.1925,5038
70.2565,5039
70.0403,5040
69.7703,5041
69.5723,5042
69.5932,5043
69.3655,5044
69.1536,5045
68.9513,5046
68.7898,5047
69.5177,5048
69.2791,5049
69.0963,5050
68.8772,5051
68.5812,5052
68.3012,5053
68.0429,5054
67.7849,5055
67.641,5056
67.409,5057
67.3563,5058
67.5777,5059
67.4196,5060
67.2108,5061
67.1294,5062
67.7249,5063
67.682,5064
67.4656,5065
67.307,5066
67.2146,5067
66.9792,5068
66.7735,5069
66.6281,5070
66.4949,5071
66.4595,5072
66.2856,5073
66.0722,5074
66.011,5075
66.6035,5076
66.495,5077
66.2923,5078
66.1222,5079
66.0899,5080
65.8577,5081
65.7163,5082
65.6047,5083
65.4666,5084
65.5126,5085
65.3124,5086
65.2683,5087
65.2814,5088
65.3938,5089
65.2819,5090
65.1145,5091
65.0492,5092
65.6179,5093
65.9192,5094
66.202,5095
66.0494,5096
65.9996,5097
65.8608,5098
65.9466,5099
66.5114,5100
66.3594,5101
66.1607,5102
67.2992,5103
67.1601,5104
67.259,5105
67.1973,5106
67.6902,5107
67.5052,5108
67.3293,5109
67.194,5110
66.9866,5111
67.0532,5112
66.8709,5113
66.8281,5114
66.8158,5115
66.6908,5116
66.6229,5117
66.9362,5118
66.7373,5119
66.6079,5120
66.5316,5121
66.3993,5122
66.243,5123
66.6759,5124
66.669,5125
66.5566,5126
66.367,5127
66.1782,5128
67.663,5129
67.789,5130
67.6458,5131
67.6446,5132
67.5751,5133
67.4959,5134
67.3744,5135
67.2301,5136
67.0679,5137
66.9363,5138
66.9096,5139
68.0984,5140
68.0655,5141
67.9357,5142
67.9114,5143
67.7999,5144
67.8005,5145
67.7149,5146
67.5485,5147
67.3638,5148
67.2941,5149
67.2156,5150
67.0198,5151
67.1471,5152
68.1101,5153
67.977,5154
67.9005,5155
67.8509,5156
67.7487,5157
67.6572,5158
67.5764,5159
67.4574,5160
67.2942,5161
67.1393,5162
66.9997,5163
66.9121,5164
66.7296,5165
66.5811,5166
66.4658,5167
66.3257,5168
66.1725,5169
66.7543,5170
66.8296,5171
66.7565,5172
66.6953,5173
66.6204,5174
66.8846,5175
66.9029,5176
66.7794,5177
67.4852,5178
67.4472,5179
67.3321,5180
67.1788,5181
67.1014,5182
67.6384,5183
67.5467,5184
67.625,5185
67.5502,5186
67.4123,5187
67.291,5188
67.1187,5189
66.9593,5190
67.107,5191
66.9457,5192
66.8479,5193
66.7245,5194
66.6862,5195
66.5548,5196
66.7036,5197
66.6317,5198
67.1635,5199
67.1538,5200
67.2008,5201
67.1914,5202
67.0689,5203
66.9585,5204
67.1873,5205
67.081,5206
66.9915,5207
66.9686,5208
66.8723,5209
66.834,5210
66.7693,5211
66.7042,5212
66.6807,5213
66.6183,5214
66.5306,5215
66.6684,5216
66.593,5217
66.5193,5218
66.5269,5219
66.452,5220
67.3456,5221
67.2996,5222
67.2336,5223
67.2926,5224
67.4824,5225
67.4413,5226
67.3538,5227
68.0847,5228
68.0301,5229
67.9116,5230
67.8063,5231
67.7093,5232
67.6221,5233
67.5073,5234
67.4053,5235
67.2539,5236
67.1569,5237
67.1069,5238
66.9964,5239
66.9095,5240
66.8605,5241
66.7752,5242
66.7807,5243
66.8968,5244
66.7885,5245
66.7256,5246
66.6671,5247
66.6067,5248
66.5201,5249
66.4242,5250
66.2838,5251
66.1777,5252
66.0601,5253
65.9658,5254
66.0474,5255
66.0153,5256
66.0833,5257
66.0266,5258
65.9776,5259
65.9319,5260
65.8182,5261
65.7282,5262
65.5939,5263
65.5917,5264
65.4715,5265
65.3372,5266
65.2001,5267
65.1094,5268
65.1587,5269
65.1158,5270
64.9922,5271
65.6957,5272
65.6243,5273
65.563,5274
65.4767,5275
65.3746,5276
65.2729,5277
65.168,5278
65.066,5279
65.0733,5280
65.3771,5281
65.2751,5282
65.2361,5283
65.1745,5284
65.0579,5285
65.0069,5286
64.9655,5287
64.8475,5288
65.117,5289
65.0204,5290
64.9512,5291
64.865,5292
64.7652,5293
64.6842,5294
64.5948,5295
64.5072,5296
64.3967,5297
64.2825,5298
64.1655,5299
64.0911,5300
64.073,5301
63.9975,5302
63.8895,5303
63.7739,5304
63.6824,5305
63.6085,5306
63.5303,5307
63.6211,5308
63.5404,5309
63.4235,5310
63.3316,5311
63.2253,5312
63.1644,5313
63.1911,5314
63.2211,5315
63.1541,5316
63.0996,5317
63.043,5318
63.1674,5319
63.0881,5320
63.0202,5321
62.9313,5322
62.8417,5323
62.9235,5324
62.8711,5325
62.7919,5326
63.1276,5327
63.0527,5328
63.1677,5329
63.0762,5330
62.9914,5331
62.9053,5332
62.9223,5333
62.9512,5334
62.9134,5335
62.8135,5336
62.7288,5337
62.6459,5338
62.5681,5339
62.483,5340
62.4017,5341
62.3451,5342
62.261,5343
62.1919,5344
62.7879,5345
62.7254,5346
62.6726,5347
62.6301,5348
62.7122,5349
62.6567,5350
62.6018,5351
62.7891,5352
62.6983,5353
62.6175,5354
62.5528,5355
62.6381,5356
62.5735,5357
62.5208,5358
62.46,5359
62.4045,5360
62.4499,5361
62.4956,5362
62.4783,5363
62.3952,5364
62.3656,5365
62.5956,5366
62.5336,5367
62.4739,5368
62.4331,5369
62.3977,5370
62.3142,5371
62.4138,5372
62.358,5373
62.3535,5374
62.281,5375
62.3021,5376
62.2482,5377
62.3941,5378
62.3285,5379
62.385,5380
62.3462,5381
62.2853,5382
62.2289,5383
62.1503,5384
62.2603,5385
62.2268,5386
62.1625,5387
62.1207,5388
62.0517,5389
61.9929,5390
61.9117,5391
61.9194,5392
61.9732,5393
61.9198,5394
61.8723,5395
61.9783,5396
61.9287,5397
61.9366,5398
62.0355,5399
61.9662,5400
62.2774,5401
62.2485,5402
62.2069,5403
62.1432,5404
62.0892,5405
62.101,5406
62.12,5407
62.0381,5408
62.1036,5409
62.0327,5410
62.1005,5411
62.0127,5412
62.0565,5413
62.2166,5414
62.1508,5415
62.1049,5416
62.136,5417
62.0725,5418
62.2104,5419
62.1228,5420
62.1187,5421
62.3433,5422
62.2763,5423
62.2009,5424
62.1575,5425
62.0928,5426
62.0297,5427
62.0777,5428
62.0048,5429
61.935,5430
61.8733,5431
61.8087,5432
61.7243,5433
61.6607,5434
61.5979,5435
61.5502,5436
61.586,5437
61.5395,5438
61.5139,5439
61.4689,5440
61.4086,5441
61.399,5442
61.3569,5443
61.3539,5444
61.282,5445
61.2607,5446
61.1944,5447
61.1426,5448
61.2233,5449
61.193,5450
61.1254,5451
61.088,5452
61.1766,5453
61.115,5454
61.0493,5455
61.0324,5456
60.981,5457
61.0354,5458
61.3836,5459
61.3111,5460
61.342,5461
61.3165,5462
61.3115,5463
61.2891,5464
61.2477,5465
61.2123,5466
61.1291,5467
61.1106,5468
61.0745,5469
61.0067,5470
61.0616,5471
61.0058,5472
60.9582,5473
60.9163,5474
60.9046,5475
60.8832,5476
60.843,5477
60.7909,5478
60.7416,5479
60.707,5480
60.6513,5481
60.6318,5482
60.6315,5483
60.5531,5484
60.5737,5485
60.5269,5486
60.4558,5487
60.432,5488
60.3669,5489
60.3021,5490
60.2234,5491
60.2182,5492
60.5557,5493
60.5114,5494
60.4387,5495
60.4466,5496
60.5061,5497
60.4471,5498
60.3851,5499
60.339,5500
60.2826,5501
60.225,5502
60.2437,5503
60.1786,5504
60.1033,5505
60.073,5506
60.0951,5507
60.0362,5508
59.9952,5509
59.9474,5510
60.3448,5511
60.3531,5512
60.4766,5513
60.4772,5514
60.449,5515
60.4558,5516
60.4515,5517
60.3807,5518
60.3662,5519
60.3436,5520
60.3117,5521
60.2432,5522
60.2092,5523
60.144,5524
60.0802,5525
60.013,5526
59.9981,5527
59.9223,5528
59.9131,5529
59.8783,5530
59.8238,5531
59.7799,5532
59.819,5533
59.7811,5534
59.728,5535
59.7061,5536
59.6421,5537
59.5965,5538
59.9519,5539
59.8883,5540
59.8485,5541
59.7833,5542
59.8587,5543
59.806,5544
59.9537,5545
59.9501,5546
59.9383,5547
59.9139,5548
59.9412,5549
59.9019,5550
59.8597,5551
59.8174,5552
59.742,5553
59.8091,5554
59.7886,5555
59.8153,5556
59.77,5557
59.8223,5558
59.8525,5559
59.8228,5560
60.4136,5561
60.3468,5562
60.2885,5563
60.2558,5564
60.2144,5565
60.307,5566
60.3381,5567
60.2703,5568
60.2283,5569
60.1805,5570
60.1188,5571
60.3704,5572
60.3222,5573
60.289,5574
60.2404,5575
60.2006,5576
60.2335,5577
60.1774,5578
60.232,5579
60.2667,5580
60.2434,5581
60.2988,5582
60.3198,5583
60.2835,5584
60.2606,5585
60.3893,5586
60.3715,5587
60.3317,5588
60.2886,5589
60.2549,5590
60.1904,5591
60.1346,5592
60.0998,5593
60.0407,5594
59.9929,5595
59.9508,5596
59.9,5597
59.9895,5598
60.0074,5599
59.9608,5600
59.9631,5601
59.9447,5602
59.9291,5603
59.8884,5604
59.8422,5605
59.7915,5606
59.7973,5607
59.7387,5608
59.6957,5609
59.7773,5610
59.7354,5611
60.0222,5612
59.9803,5613
59.9432,5614
59.9527,5615
59.9128,5616
59.8734,5617
59.8209,5618
59.8927,5619
59.8827,5620
59.9105,5621
59.8925,5622
59.8713,5623
59.8448,5624
59.8032,5625
59.7553,5626
59.7069,5627
59.6578,5628
59.6648,5629
59.6221,5630
59.5899,5631
59.5362,5632
59.7355,5633
59.7093,5634
59.683,5635
59.7555,5636
59.7538,5637
60.0246,5638
59.9843,5639
59.9833,5640
59.9426,5641
59.9685,5642
60.09,5643
60.1309,5644
60.1956,5645
60.4231,5646
60.3996,5647
60.4037,5648
60.7836,5649
60.815,5650
61.0973,5651
61.0518,5652
61.0502,5653
61.0458,5654
60.9986,5655
61.0049,5656
60.9781,5657
60.9518,5658
60.9185,5659
60.8742,5660
60.823,5661
60.8541,5662
60.8999,5663
60.8499,5664
60.9103,5665
60.8752,5666
60.8415,5667
60.8124,5668
60.7599,5669
60.7359,5670
60.6846,5671
60.6557,5672
60.5924,5673
60.5944,5674
60.5497,5675
60.5561,5676
60.5716,5677
60.604,5678
60.5621,5679
60.537,5680
60.4883,5681
60.4652,5682
60.5293,5683
60.8122,5684
60.776,5685
60.7437,5686
60.6986,5687
60.6629,5688
61.2533,5689
61.2966,5690
61.3349,5691
61.6713,5692
61.664,5693
61.628,5694
61.5799,5695
61.5516,5696
61.6107,5697
61.9709,5698
61.9276,5699
61.9365,5700
61.9265,5701
61.8892,5702
62.0476,5703
62.0688,5704
62.25,5705
62.2124,5706
62.1643,5707
62.1515,5708
62.1113,5709
62.0779,5710
62.0231,5711
62.3593,5712
62.3832,5713
62.4312,5714
62.522,5715
62.5404,5716
62.5171,5717
62.8378,5718
62.7878,5719
62.7417,5720
62.6834,5721
62.626,5722
62.6644,5723
62.6309,5724
62.5767,5725
62.5362,5726
62.484,5727
62.4353,5728
62.3966,5729
62.3615,5730
62.3347,5731
62.3166,5732
62.2677,5733
62.2239,5734
62.1778,5735
62.1655,5736
62.1158,5737
62.0755,5738
62.0366,5739
62.1572,5740
62.3982,5741
62.3848,5742
62.3474,5743
62.3256,5744
62.3007,5745
62.2536,5746
62.2101,5747
62.1755,5748
62.1171,5749
62.0598,5750
62.01,5751
61.9671,5752
61.9463,5753
61.9207,5754
61.892,5755
62.2513,5756
62.2066,5757
62.1845,5758
62.1658,5759
62.1354,5760
62.1113,5761
62.066,5762
62.1216,5763
62.4569,5764
62.4056,5765
62.38,5766
62.3978,5767
62.4199,5768
62.3892,5769
62.5925,5770
62.555,5771
62.5338,5772
62.4962,5773
62.4799,5774
62.4346,5775
62.5456,5776
62.6668,5777
62.622,5778
62.5837,5779
62.6063,5780
62.5896,5781
62.6033,5782
62.6049,5783
62.6162,5784
62.5742,5785
62.5702,5786
62.5368,5787
62.5881,5788
62.5485,5789
62.7929,5790
62.7459,5791
62.7167,5792
62.6926,5793
62.6886,5794
62.6701,5795
62.6301,5796
62.5902,5797
62.5649,5798
62.7984,5799
62.9197,5800
62.8869,5801
62.8441,5802
62.804,5803
62.7605,5804
62.7457,5805
62.7139,5806
62.6817,5807
62.6429,5808
62.604,5809
62.6822,5810
62.6482,5811
62.6049,5812
62.5846,5813
62.5493,5814
62.5023,5815
62.4583,5816
62.4048,5817
62.3931,5818
62.3445,5819
62.3033,5820
62.3185,5821
62.4496,5822
62.4309,5823
62.4043,5824
62.3778,5825
62.6919,5826
62.6512,5827
62.6052,5828
62.5715,5829
62.5401,5830
62.537,5831
62.4967,5832
62.4932,5833
62.4753,5834
62.5591,5835
62.6133,5836
62.5871,5837
62.5571,5838
62.5293,5839
62.4935,5840
62.4567,5841
62.4452,5842
62.4304,5843
62.4271,5844
62.4189,5845
62.6248,5846
62.6014,5847
62.5968,5848
62.5973,5849
62.6285,5850
62.6399,5851
62.6548,5852
62.6452,5853
62.6164,5854
62.6031,5855
62.6083,5856
62.5621,5857
62.5531,5858
62.5095,5859
62.4627,5860
62.5295,5861
62.5081,5862
62.4826,5863
62.4356,5864
62.408,5865
62.4192,5866
62.4717,5867
62.4235,5868
62.4088,5869
62.3795,5870
62.3492,5871
62.31,5872
62.2654,5873
62.2761,5874
62.255,5875
62.2409,5876
62.1932,5877
62.2009,5878
62.1542,5879
62.2712,5880
62.2419,5881
62.2577,5882
62.216,5883
62.1842,5884
62.1536,5885
62.1248,5886
62.0976,5887
62.0797,5888
62.047,5889
61.9995,5890
61.9698,5891
61.936,5892
61.9508,5893
61.9093,5894
61.8639,5895
61.8282,5896
61.797,5897
61.7635,5898
61.7386,5899
61.8653,5900
61.8725,5901
61.8456,5902
61.8376,5903
61.8018,5904
61.8281,5905
61.7989,5906
61.7642,5907
61.773,5908
61.745,5909
61.7197,5910
61.727,5911
61.7426,5912
61.8204,5913
61.8531,5914
61.8585,5915
61.8218,5916
61.8075,5917
61.7815,5918
61.7449,5919
61.7449,5920
61.7107,5921
61.6975,5922
61.6695,5923
61.6386,5924
61.6344,5925
61.5946,5926
61.7177,5927
61.7348,5928
61.7015,5929
61.6629,5930
61.6644,5931
61.6553,5932
61.6184,5933
61.5996,5934
61.5591,5935
61.8642,5936
61.8138,5937
61.7723,5938
61.7275,5939
61.7118,5940
61.6851,5941
61.7051,5942
61.68,5943
61.6515,5944
61.6321,5945
61.614,5946
61.6109,5947
61.5731,5948
61.5399,5949
61.511,5950
61.4689,5951
61.4212,5952
61.4109,5953
61.3869,5954
61.346,5955
61.329,5956
61.295,5957
61.2586,5958
61.2216,5959
61.1896,5960
61.2185,5961
61.1922,5962
61.2196,5963
61.5488,5964
61.6258,5965
61.6101,5966
61.6418,5967
61.7005,5968
61.7125,5969
61.9742,5970
61.9439,5971
61.9121,5972
61.9013,5973
61.8771,5974
61.8566,5975
61.8357,5976
61.7963,5977
61.7514,5978
61.7329,5979
61.6982,5980
61.6704,5981
61.6533,5982
61.6141,5983
61.5837,5984
61.5403,5985
61.5021,5986
61.4542,5987
61.485,5988
61.4848,5989
61.4569,5990
61.4358,5991
61.4019,5992
61.3974,5993
61.3653,5994
61.3429,5995
61.3116,5996
61.3037,5997
61.3273,5998
61.2837,5999
61.2773,6000
61.2547,6001
61.2334,6002
61.2706,6003
61.2473,6004
61.2623,6005
61.2538,6006
61.2528,6007
61.2168,6008
61.1775,6009
61.1788,6010
61.1704,6011
61.1627,6012
61.1825,6013
61.1513,6014
61.1129,6015
61.1578,6016
61.1421,6017
61.1194,6018
61.1005,6019
61.0613,6020
61.0435,6021
61.0155,6022
61.0136,6023
60.9689,6024
60.9313,6025
60.9088,6026
60.9317,6027
61.195,6028
61.1878,6029
61.1793,6030
61.1695,6031
61.1527,6032
61.1272,6033
61.1043,6034
61.0893,6035
61.0828,6036
61.0694,6037
61.0358,6038
61.0479,6039
61.0175,6040
61.0986,6041
61.0913,6042
61.1125,6043
61.1159,6044
61.0895,6045
61.0519,6046
61.1518,6047
61.1385,6048
61.1245,6049
61.0912,6050
61.2888,6051
61.2637,6052
61.2353,6053
61.2351,6054
61.2147,6055
61.2381,6056
61.2242,6057
61.1957,6058
61.1543,6059
61.2647,6060
61.241,6061
61.2154,6062
61.1915,6063
61.1613,6064
61.1444,6065
61.1178,6066
61.1374,6067
61.1076,6068
61.0951,6069
61.0592,6070
61.0469,6071
61.0283,6072
61.0038,6073
61.0292,6074
61.0316,6075
61.0246,6076
61.0136,6077
60.998,6078
61.0301,6079
61.0157,6080
60.9917,6081
60.9836,6082
60.9732,6083
60.9684,6084
60.9351,6085
60.9079,6086
60.8931,6087
60.9106,6088
60.9159,6089
60.8946,6090
60.8755,6091
61.0068,6092
60.9817,6093
61.0122,6094
60.9807,6095
60.9709,6096
60.9334,6097
60.9192,6098
61.1482,6099
61.1229,6100
61.0951,6101
61.067,6102
61.0375,6103
61.0117,6104
61.0293,6105
61.018,6106
61.0336,6107
60.9959,6108
60.9685,6109
60.9615,6110
60.9326,6111
60.9215,6112
60.894,6113
60.8634,6114
60.8747,6115
60.8579,6116
60.8274,6117
61.0113,6118
60.9812,6119
60.9415,6120
60.9164,6121
61.0044,6122
60.9814,6123
60.9709,6124
60.9417,6125
60.9127,6126
60.8836,6127
60.8547,6128
60.8317,6129
60.7993,6130
60.7573,6131
60.7367,6132
60.6996,6133
60.6866,6134
60.6597,6135
60.6238,6136
60.5902,6137
60.5776,6138
60.5399,6139
60.5133,6140
60.488,6141
60.4942,6142
60.5535,6143
60.5144,6144
60.706,6145
60.6704,6146
60.6595,6147
60.6564,6148
60.6261,6149
60.6411,6150
60.6291,6151
60.6318,6152
60.6009,6153
60.7924,6154
60.7681,6155
60.9744,6156
60.9722,6157
60.9581,6158
60.9609,6159
60.9376,6160
60.9615,6161
60.9395,6162
61.0774,6163
61.0694,6164
61.033,6165
61.0073,6166
60.9994,6167
60.9762,6168
60.9514,6169
60.9748,6170
60.9478,6171
60.919,6172
60.8927,6173
60.8781,6174
60.8935,6175
60.8631,6176
60.8379,6177
60.8017,6178
60.7744,6179
60.7857,6180
60.7509,6181
60.7212,6182
60.6845,6183
60.7192,6184
60.7419,6185
60.7203,6186
60.9786,6187
60.9745,6188
60.9604,6189
60.9324,6190
60.9242,6191
60.8975,6192
60.8674,6193
60.8364,6194
60.8028,6195
60.8884,6196
60.8619,6197
60.8449,6198
60.8964,6199
60.8681,6200
60.8659,6201
60.8424,6202
60.8391,6203
60.8807,6204
60.8711,6205
60.8616,6206
60.8572,6207
60.8286,6208
60.86,6209
60.8398,6210
60.8123,6211
60.7902,6212
60.7663,6213
60.7342,6214
60.7022,6215
60.6882,6216
60.6748,6217
60.6664,6218
60.6591,6219
60.6749,6220
60.6485,6221
60.6205,6222
60.5894,6223
60.5674,6224
60.5422,6225
60.5163,6226
60.4996,6227
60.5053,6228
60.4724,6229
60.4502,6230
60.4403,6231
60.4238,6232
60.5165,6233
60.496,6234
60.4752,6235
60.4576,6236
60.4396,6237
60.4064,6238
60.3755,6239
60.3797,6240
60.5874,6241
60.5527,6242
60.5383,6243
60.5264,6244
60.5072,6245
60.4928,6246
60.4881,6247
60.4587,6248
60.4456,6249
60.4348,6250
60.4174,6251
60.4572,6252
60.4259,6253
60.4071,6254
60.3957,6255
60.3943,6256
60.3763,6257
60.3451,6258
60.3158,6259
60.2894,6260
60.2554,6261
60.2418,6262
60.2324,6263
60.207,6264
60.2137,6265
60.2037,6266
60.217,6267
60.1997,6268
60.1951,6269
60.1681,6270
60.1585,6271
60.127,6272
60.1116,6273
60.2064,6274
60.1922,6275
60.1839,6276
60.1545,6277
60.4696,6278
60.45,6279
60.4343,6280
60.4353,6281
60.4304,6282
60.4123,6283
60.4024,6284
60.3817,6285
60.38,6286
60.3839,6287
60.4678,6288
60.4423,6289
60.4121,6290
60.3935,6291
60.37,6292
60.3822,6293
60.3616,6294
60.3394,6295
60.3167,6296
60.3247,6297
60.3095,6298
60.2844,6299
60.3151,6300
60.2951,6301
60.3203,6302
60.3243,6303
60.3129,6304
60.3078,6305
60.3173,6306
60.3111,6307
60.3402,6308
60.3194,6309
60.5298,6310
60.5316,6311
60.715,6312
60.7169,6313
60.7169,6314
60.6927,6315
60.6927,6316
60.7391,6317
60.7256,6318
60.7055,6319
60.6872,6320
60.6555,6321
60.6394,6322
60.6316,6323
60.6232,6324
60.6152,6325
60.5896,6326
60.5636,6327
60.5443,6328
60.5224,6329
60.4965,6330
60.4704,6331
60.467,6332
60.4764,6333
60.4541,6334
60.4375,6335
60.409,6336
60.394,6337
60.3703,6338
60.351,6339
60.3196,6340
60.3065,6341
60.2759,6342
60.257,6343
60.2252,6344
60.1941,6345
60.229,6346
60.2117,6347
60.1848,6348
60.1692,6349
60.1362,6350
60.1182,6351
60.0954,6352
60.0755,6353
60.0648,6354
60.0537,6355
60.0307,6356
60.0088,6357
59.9768,6358
59.9627,6359
59.9389,6360
59.9388,6361
60.0746,6362
60.0644,6363
60.056,6364
60.0848,6365
60.0583,6366
60.0437,6367
60.0242,6368
59.9963,6369
59.9683,6370
59.9451,6371
59.9248,6372
59.9209,6373
59.9128,6374
59.8947,6375
59.8674,6376
59.9221,6377
59.9216,6378
59.9048,6379
59.9099,6380
59.8863,6381
59.8583,6382
59.8399,6383
59.8599,6384
59.907,6385
59.9961,6386
59.9734,6387
60.0181,6388
60.012,6389
60.0001,6390
60.0022,6391
59.9794,6392
60.0627,6393
60.0378,6394
60.0251,6395
60.0547,6396
60.0291,6397
60.0109,6398
59.9838,6399
59.9967,6400
59.9801,6401
59.9649,6402
59.9425,6403
59.9228,6404
60.1597,6405
60.1414,6406
60.1187,6407
60.0926,6408
60.0684,6409
60.051,6410
60.1709,6411
60.141,6412
60.1195,6413
60.1089,6414
60.1024,6415
60.071,6416
60.0386,6417
60.0129,6418
60.0119,6419
59.9913,6420
59.9637,6421
59.9701,6422
59.9391,6423
60.0336,6424
60.0157,6425
59.9936,6426
59.9703,6427
59.9777,6428
59.9559,6429
59.9358,6430
59.9141,6431
59.9246,6432
59.9059,6433
59.8758,6434
59.8497,6435
59.8451,6436
59.8288,6437
59.8729,6438
59.8693,6439
59.8456,6440
59.8291,6441
59.8134,6442
59.792,6443
59.7815,6444
59.7838,6445
59.7538,6446
59.7279,6447
59.7071,6448
59.712,6449
59.6936,6450
59.716,6451
59.6925,6452
59.6902,6453
59.6786,6454
59.8515,6455
59.8289,6456
59.8043,6457
59.7878,6458
59.7642,6459
59.7486,6460
59.7501,6461
59.7453,6462
59.7216,6463
59.6945,6464
59.7749,6465
59.7505,6466
59.7278,6467
107.5888,6468
65.1585,6469
48.7004,6470
37.8376,6471
79.912,6472
68.9603,6473
64.8739,6474
58.2129,6475
53.2005,6476
49.3913,6477
50.9534,6478
72.7153,6479
68.7904,6480
65.8836,6481
62.1006,6482
71.9331,6483
69.4307,6484
67.53,6485
64.7097,6486
72.8777,6487
71.5343,6488
69.2196,6489
67.823,6490
66.6058,6491
65.291,6492
63.8375,6493
61.9455,6494
60.1108,6495
58.9684,6496
61.655,6497
60.0414,6498
59.7481,6499
63.6912,6500
62.2722,6501
62.7173,6502
61.797,6503
61.077,6504
61.126,6505
60.6956,6506
59.67,6507
58.9287,6508
57.9503,6509
57.3273,6510
56.6803,6511
55.7999,6512
55.1848,6513
54.8733,6514
55.5327,6515
55.0882,6516
60.7495,6517
60.0501,6518
59.3339,6519
58.8587,6520
58.1746,6521
57.3851,6522
56.9433,6523
56.1668,6524
59.0101,6525
58.7767,6526
59.0577,6527
58.6184,6528
58.1328,6529
57.485,6530
56.749,6531
56.2142,6532
55.6268,6533
55.0539,6534
58.935,6535
63.3977,6536
63.3775,6537
63.4869,6538
62.9696,6539
62.4655,6540
62.0077,6541
61.3861,6542
60.9195,6543
60.5857,6544
60.1702,6545
59.6314,6546
59.063,6547
59.0293,6548
58.8836,6549
58.5549,6550
58.156,6551
57.8951,6552
57.4329,6553
57.085,6554
57.1262,6555
56.9983,6556
