Train_loss,Train_loss_index
135.1468,995
135.1161,996
135.0246,997
134.9521,998
134.8604,999
134.8175,1000
134.7033,1001
134.6183,1002
134.6808,1003
134.5876,1004
134.491,1005
134.4052,1006
134.3048,1007
134.2253,1008
134.1115,1009
134.0206,1010
133.9633,1011
133.9521,1012
133.8922,1013
133.8782,1014
133.8525,1015
133.7453,1016
133.6644,1017
133.5719,1018
133.5044,1019
133.4513,1020
133.4075,1021
133.336,1022
133.5512,1023
133.472,1024
133.3958,1025
133.4353,1026
133.3649,1027
133.2814,1028
133.1826,1029
133.1137,1030
133.0495,1031
132.9698,1032
132.8773,1033
132.816,1034
132.7188,1035
132.6759,1036
132.5891,1037
132.5058,1038
132.5325,1039
132.4891,1040
132.4289,1041
132.3589,1042
132.264,1043
132.2899,1044
132.1919,1045
132.4354,1046
132.3593,1047
132.2668,1048
132.2074,1049
132.1241,1050
132.1244,1051
132.0283,1052
132.4762,1053
132.445,1054
132.5092,1055
132.5439,1056
132.461,1057
132.4112,1058
132.4931,1059
132.4275,1060
132.4871,1061
132.4705,1062
132.4862,1063
132.4693,1064
132.388,1065
132.3031,1066
132.2184,1067
132.2432,1068
132.1371,1069
132.0827,1070
132.0699,1071
132.0111,1072
131.927,1073
131.8498,1074
131.7541,1075
131.6789,1076
131.5911,1077
131.6298,1078
131.5748,1079
131.5169,1080
131.4576,1081
131.3546,1082
131.3078,1083
131.3494,1084
131.2786,1085
131.2068,1086
131.1483,1087
131.1257,1088
131.1294,1089
131.1517,1090
131.0994,1091
131.0628,1092
130.9856,1093
130.9434,1094
130.8866,1095
130.7871,1096
130.7373,1097
130.712,1098
130.6196,1099
130.7146,1100
130.6785,1101
130.6283,1102
130.6104,1103
130.8522,1104
130.8061,1105
130.7214,1106
130.6503,1107
130.5596,1108
130.6275,1109
130.5315,1110
130.452,1111
130.3594,1112
130.2944,1113
130.2033,1114
130.1748,1115
130.1133,1116
130.0307,1117
129.974,1118
129.8854,1119
129.7831,1120
129.7114,1121
129.7357,1122
129.7293,1123
129.8106,1124
129.8157,1125
129.8253,1126
129.7534,1127
129.7095,1128
129.64,1129
129.5519,1130
129.4774,1131
129.3916,1132
129.3342,1133
129.2573,1134
129.233,1135
129.148,1136
129.0721,1137
129.0242,1138
129.0016,1139
128.9933,1140
128.9385,1141
128.8692,1142
128.7945,1143
128.7082,1144
128.6198,1145
128.5483,1146
128.5579,1147
128.4687,1148
128.6624,1149
128.6519,1150
128.625,1151
128.6006,1152
128.5109,1153
128.4586,1154
128.4133,1155
128.3393,1156
128.2984,1157
128.3272,1158
128.3053,1159
128.355,1160
128.3051,1161
128.3074,1162
128.2141,1163
128.2944,1164
128.2275,1165
128.1827,1166
128.1151,1167
128.0261,1168
128.0044,1169
127.9707,1170
127.9553,1171
127.9112,1172
127.8872,1173
127.8027,1174
127.7167,1175
127.6427,1176
127.6982,1177
127.8682,1178
127.858,1179
127.8989,1180
127.9299,1181
127.8416,1182
127.7692,1183
128.1413,1184
128.0605,1185
128.0447,1186
128.0888,1187
128.064,1188
128.0056,1189
127.9551,1190
127.8954,1191
127.8369,1192
127.8111,1193
127.754,1194
127.7379,1195
127.7048,1196
127.6228,1197
127.6136,1198
127.5646,1199
127.4889,1200
127.4646,1201
127.4128,1202
127.3463,1203
127.2695,1204
127.2018,1205
127.1509,1206
127.0798,1207
127.0432,1208
127.0037,1209
126.94,1210
126.8597,1211
127.1307,1212
127.0425,1213
126.9962,1214
127.0086,1215
126.9495,1216
126.9062,1217
127.0093,1218
126.9456,1219
126.8653,1220
126.816,1221
127.0252,1222
126.976,1223
127.0699,1224
127.0699,1225
127.0611,1226
127.041,1227
126.9939,1228
126.9163,1229
126.8194,1230
126.7388,1231
126.7141,1232
126.6525,1233
126.6119,1234
126.558,1235
126.4678,1236
126.4012,1237
126.384,1238
126.3637,1239
126.4004,1240
126.5679,1241
126.5176,1242
126.4906,1243
126.4429,1244
126.3637,1245
126.3031,1246
126.2497,1247
126.1679,1248
126.1411,1249
126.0867,1250
126.0178,1251
126.2147,1252
126.1484,1253
126.0723,1254
125.9978,1255
126.2086,1256
126.2098,1257
126.1444,1258
126.0993,1259
126.059,1260
126.1239,1261
126.0625,1262
126.1378,1263
126.0676,1264
126.0447,1265
126.0185,1266
125.9507,1267
125.8836,1268
125.8507,1269
125.8253,1270
125.9285,1271
125.8983,1272
125.9344,1273
125.9046,1274
125.8687,1275
125.9143,1276
125.8429,1277
125.7719,1278
125.7788,1279
125.7717,1280
125.7389,1281
125.6688,1282
125.6234,1283
125.6368,1284
125.5748,1285
125.4944,1286
125.4536,1287
125.4596,1288
125.3843,1289
125.3117,1290
125.3018,1291
125.2536,1292
125.1812,1293
125.4283,1294
125.4116,1295
125.4102,1296
125.4535,1297
125.49,1298
125.511,1299
125.4347,1300
125.3675,1301
125.3199,1302
125.2431,1303
125.2257,1304
125.1608,1305
125.106,1306
125.0443,1307
124.988,1308
124.9552,1309
124.898,1310
124.8273,1311
124.7601,1312
124.7446,1313
124.6986,1314
124.6884,1315
124.7138,1316
124.6723,1317
124.5976,1318
124.5372,1319
124.5731,1320
124.5057,1321
124.5249,1322
124.5167,1323
124.4999,1324
124.4356,1325
124.3999,1326
124.3823,1327
124.3495,1328
124.2915,1329
124.4457,1330
124.5509,1331
124.5886,1332
124.5218,1333
124.5434,1334
124.5668,1335
124.5166,1336
124.4697,1337
124.4561,1338
124.4569,1339
124.4003,1340
124.3267,1341
124.3042,1342
124.2622,1343
124.201,1344
124.1587,1345
124.1478,1346
124.1248,1347
124.0515,1348
124.1123,1349
124.1217,1350
124.0506,1351
123.9883,1352
124.0534,1353
124.0068,1354
123.9392,1355
124.1163,1356
124.0456,1357
123.9816,1358
123.9121,1359
123.9612,1360
123.8998,1361
123.859,1362
123.9104,1363
123.8731,1364
123.8879,1365
123.8326,1366
123.7857,1367
123.7087,1368
123.7049,1369
123.6416,1370
123.5964,1371
123.5879,1372
123.5734,1373
123.5117,1374
123.4855,1375
123.4554,1376
123.3928,1377
123.3606,1378
123.3084,1379
123.303,1380
123.2376,1381
123.1989,1382
123.1758,1383
123.1241,1384
123.1072,1385
123.0547,1386
123.0338,1387
123.0272,1388
122.9792,1389
122.9184,1390
122.8427,1391
122.8433,1392
122.7879,1393
122.7459,1394
122.7079,1395
122.6611,1396
122.6125,1397
122.5523,1398
122.4761,1399
122.4669,1400
122.4285,1401
122.3609,1402
122.3193,1403
122.4846,1404
122.4254,1405
122.3642,1406
122.2956,1407
122.282,1408
122.2172,1409
122.1743,1410
122.1461,1411
122.127,1412
122.0822,1413
122.0112,1414
121.9604,1415
121.9404,1416
121.8642,1417
121.8054,1418
121.7556,1419
121.7477,1420
121.9072,1421
121.849,1422
121.7978,1423
121.7364,1424
121.6979,1425
121.7425,1426
121.6903,1427
121.6378,1428
121.5821,1429
121.7674,1430
121.7005,1431
121.693,1432
121.6408,1433
121.5729,1434
121.5262,1435
121.4699,1436
121.4057,1437
121.4578,1438
121.4168,1439
121.4006,1440
121.3375,1441
121.6793,1442
121.6358,1443
121.5697,1444
121.5061,1445
121.455,1446
121.4425,1447
121.5116,1448
121.4537,1449
121.4304,1450
121.3704,1451
121.3155,1452
121.2464,1453
121.1863,1454
121.1778,1455
121.1079,1456
121.0498,1457
120.998,1458
120.937,1459
120.865,1460
120.8173,1461
120.7538,1462
120.7788,1463
120.7677,1464
120.7643,1465
120.7456,1466
120.7047,1467
120.7337,1468
120.6939,1469
120.6328,1470
120.5828,1471
120.5418,1472
120.5069,1473
120.4478,1474
120.3948,1475
120.3492,1476
120.2819,1477
120.2215,1478
120.1682,1479
120.1029,1480
120.0403,1481
119.9744,1482
120.0315,1483
120.0008,1484
119.9779,1485
119.9356,1486
119.8706,1487
119.8718,1488
119.8284,1489
119.8849,1490
119.8264,1491
119.8452,1492
119.8351,1493
119.7883,1494
119.7372,1495
119.7184,1496
119.6878,1497
119.6446,1498
119.6282,1499
119.6023,1500
119.5377,1501
119.4791,1502
119.5464,1503
119.4939,1504
119.4691,1505
119.4514,1506
119.4548,1507
119.3823,1508
119.334,1509
119.9917,1510
119.9424,1511
120.0332,1512
120.1506,1513
120.1489,1514
120.1155,1515
120.2045,1516
120.2633,1517
120.2136,1518
120.2349,1519
120.2811,1520
120.2939,1521
120.2315,1522
120.3538,1523
120.3215,1524
120.2641,1525
120.2605,1526
120.2334,1527
120.2197,1528
120.1762,1529
120.1207,1530
120.1016,1531
120.193,1532
120.2807,1533
120.2793,1534
120.2849,1535
120.2857,1536
120.2221,1537
120.2153,1538
120.1716,1539
120.1081,1540
120.2039,1541
120.2096,1542
120.2082,1543
120.1749,1544
120.1138,1545
120.0858,1546
120.0677,1547
120.0104,1548
119.9654,1549
120.0304,1550
120.032,1551
119.9997,1552
119.9466,1553
119.9222,1554
120.1688,1555
120.1326,1556
120.1233,1557
120.1301,1558
120.1037,1559
120.0804,1560
120.0923,1561
120.0548,1562
119.9952,1563
120.1451,1564
120.1121,1565
120.0999,1566
120.072,1567
120.0256,1568
120.002,1569
119.9582,1570
119.8975,1571
119.8448,1572
119.8138,1573
119.7847,1574
119.7403,1575
119.6795,1576
119.6129,1577
119.6185,1578
119.5537,1579
119.4871,1580
119.4942,1581
119.4414,1582
119.407,1583
119.3551,1584
119.2906,1585
119.2305,1586
119.1791,1587
119.133,1588
119.0826,1589
119.0616,1590
119.0306,1591
119.0016,1592
118.9551,1593
118.9333,1594
118.8961,1595
118.8566,1596
118.8125,1597
118.8057,1598
118.899,1599
118.8584,1600
118.9108,1601
118.8509,1602
118.7899,1603
118.787,1604
118.7517,1605
118.7004,1606
118.7003,1607
118.6527,1608
118.8058,1609
118.7613,1610
118.6993,1611
118.636,1612
118.8279,1613
118.7732,1614
118.7373,1615
118.7144,1616
207.9225,1617
128.3855,1618
107.453,1619
143.0354,1620
180.2311,1621
161.4702,1622
146.7612,1623
135.9025,1624
123.6528,1625
142.8254,1626
133.0476,1627
126.8412,1628
141.8825,1629
134.7243,1630
128.332,1631
124.3689,1632
117.8681,1633
113.0792,1634
109.1887,1635
106.5519,1636
105.4892,1637
103.7987,1638
101.2439,1639
101.9316,1640
103.1381,1641
100.5057,1642
99.8975,1643
102.1209,1644
100.3599,1645
99.3953,1646
96.6309,1647
97.3099,1648
100.4743,1649
98.6231,1650
97.3648,1651
96.2744,1652
95.0522,1653
93.8283,1654
92.0567,1655
90.3959,1656
90.992,1657
97.0819,1658
96.623,1659
96.8742,1660
96.3879,1661
96.2792,1662
94.9232,1663
96.5674,1664
95.5974,1665
95.5137,1666
95.3862,1667
95.1047,1668
94.6623,1669
94.1626,1670
94.8779,1671
99.9945,1672
99.7509,1673
99.1443,1674
98.8213,1675
97.7483,1676
97.2873,1677
97.1027,1678
96.2524,1679
95.4033,1680
95.2752,1681
94.751,1682
94.0181,1683
92.8399,1684
91.8478,1685
91.1442,1686
90.7708,1687
90.0253,1688
89.5919,1689
94.5386,1690
94.4576,1691
94.596,1692
94.0901,1693
95.6364,1694
94.681,1695
93.9447,1696
93.3814,1697
92.6398,1698
91.8835,1699
91.1329,1700
91.3016,1701
90.6552,1702
90.4815,1703
90.0601,1704
92.7595,1705
92.405,1706
91.8193,1707
90.9812,1708
90.3728,1709
89.9633,1710
89.2549,1711
90.7871,1712
90.463,1713
90.3939,1714
89.9356,1715
92.7293,1716
92.5197,1717
92.3683,1718
91.9167,1719
91.6864,1720
91.1611,1721
90.8341,1722
90.3959,1723
89.8126,1724
89.2141,1725
88.9634,1726
88.725,1727
88.4146,1728
88.7293,1729
88.313,1730
87.7556,1731
87.3086,1732
86.9534,1733
86.4206,1734
86.0079,1735
85.6044,1736
85.6698,1737
86.3959,1738
86.0962,1739
86.093,1740
86.4975,1741
86.0448,1742
87.0095,1743
86.7581,1744
86.6307,1745
86.1832,1746
86.3779,1747
85.8431,1748
87.9279,1749
87.5437,1750
87.4324,1751
87.165,1752
86.7585,1753
86.6406,1754
86.2553,1755
86.3616,1756
86.4321,1757
86.3934,1758
86.1272,1759
86.0383,1760
85.6587,1761
85.6408,1762
85.3947,1763
84.8916,1764
84.5303,1765
84.2229,1766
83.9261,1767
83.6057,1768
83.1318,1769
82.7187,1770
82.2958,1771
81.9335,1772
81.7063,1773
81.4019,1774
81.4493,1775
81.1568,1776
80.7742,1777
80.3375,1778
80.0481,1779
79.895,1780
80.3383,1781
80.3461,1782
80.6514,1783
80.4458,1784
80.1132,1785
80.2262,1786
80.0199,1787
79.7813,1788
79.5583,1789
79.3691,1790
79.2759,1791
79.1725,1792
78.8052,1793
80.7811,1794
80.4679,1795
80.2857,1796
80.3223,1797
80.2601,1798
80.1544,1799
83.6989,1800
83.8179,1801
83.9841,1802
84.305,1803
84.121,1804
83.9864,1805
84.1392,1806
84.0089,1807
83.8258,1808
83.6714,1809
83.4392,1810
83.5492,1811
83.6282,1812
83.4143,1813
83.101,1814
82.9964,1815
82.7325,1816
82.5781,1817
82.3128,1818
81.9384,1819
81.6627,1820
81.5471,1821
81.2843,1822
81.0798,1823
80.7745,1824
81.0598,1825
82.7166,1826
82.5374,1827
82.5851,1828
82.5407,1829
82.8737,1830
82.683,1831
82.5768,1832
82.7132,1833
82.6078,1834
82.3914,1835
82.3526,1836
82.1816,1837
82.4504,1838
82.1879,1839
82.1453,1840
82.6469,1841
82.8466,1842
83.1205,1843
82.9985,1844
82.7639,1845
82.5405,1846
82.4492,1847
82.2039,1848
82.1984,1849
82.1013,1850
82.1366,1851
81.867,1852
82.6393,1853
82.4319,1854
82.3544,1855
82.1862,1856
81.9576,1857
81.9243,1858
81.9022,1859
82.5989,1860
82.4871,1861
82.4382,1862
82.4039,1863
82.2203,1864
82.1649,1865
82.2788,1866
83.7569,1867
84.1022,1868
84.2226,1869
84.1484,1870
84.1858,1871
84.2593,1872
84.5903,1873
84.6387,1874
84.5511,1875
84.7336,1876
84.6896,1877
84.5076,1878
84.5723,1879
84.3977,1880
84.1566,1881
