,id,name,reviews_per_month,number_of_reviews,review_scores_rating,first_review,availability_365,num_reviews_sqrt
634,168123,Park Slope South-Sunny quiet legal homelike suite,1.19,94,91.0,2011-09-01,154,3.086128847339293
635,168546,Spacious Duplex in Brownstone!,0.14,11,95.0,2011-08-31,176,1.055714459532366
636,169063,Artistic East Village 1BR Apt.,0.35,28,92.0,2011-08-07,62,1.6843375973911696
637,169152,Warehouse Loft with Garden view,1.38,87,94.0,2012-12-26,0,2.968996964781774
638,169306, Affordable & Cozy ,0.96,77,91.0,2011-07-29,263,2.793157915417603
639,169464,Creative Vintage Loft in S. Williamsburg,0.78,63,91.0,2011-07-20,0,2.5265063960867544
640,169480,"studio clean, safe,Times Square",2.53,204,86.0,2011-07-26,278,4.546374540558324
641,169532,Airy Upper Westside Haven,0.71,35,98.0,2014-02-11,81,1.883146682412664
642,170084,"Inspiring, Cozy and Clean in NYC!",0.36,29,90.0,2011-08-14,296,1.714151196839939
643,170420,The Happy home!,0.19,15,100.0,2011-08-30,0,1.2328088881229997
644,171562,Chelsea studio with balcony & views,0.23,18,96.0,2011-09-08,101,1.3504744742356591
645,171776,Gorgeous 1 bdrm in huge duplex!,0.22,17,100.0,2011-09-26,88,1.3124252824141047
646,171811,Gorgeous West Village Lofty 1 bedrm,0.19,15,93.0,2011-09-16,0,1.2328088881229997
647,172445,Upper East Side Apartment ,0.67,54,89.0,2011-08-08,0,2.3390904037010283
648,172499,Beautiful UES Family Apartment w/ discount,0.27,21,94.0,2011-10-30,340,1.458679147889999
649,172700,"Sunny, cozy room in Lower East Side",0.05,3,87.0,2012-12-31,364,0.5513288954217921
650,173072,Cozy Pre-War Harlem Apartment,4.17,84,98.0,2016-07-08,316,2.917358295779998
651,173151,spacious studio apartment,2.47,198,96.0,2011-08-01,333,4.479017119992162
652,173733,Designer's Sunny EV Oasis w/iPhone,2.23,179,97.0,2011-07-30,13,4.258696029535152
653,173742,"Elegant 2-BR duplex, Union Square",1.25,96,93.0,2011-11-16,184,3.118787204934704
655,174803,"studio apt for 1 guest, daily or weekly only",1.07,85,96.0,2011-08-27,62,2.934672146867297
656,174966,Luxury 2Bed/2.5Bath Central Park View,0.35,26,99.0,2011-12-29,364,1.623068321020647
657,175069,Room Right by Columbia University,2.67,211,95.0,2011-09-10,342,4.623718173562622
658,176135,Cosy Sunny 1brm in Prospect Heights,0.36,29,92.0,2011-08-21,155,1.714151196839939
659,176653,East Village bedroom w rooftop,0.4,32,93.0,2011-08-07,103,1.8006326323142123
660,176962,Williamsburg Home Away From Home!,0.23,18,89.0,2011-08-17,89,1.3504744742356591
661,177421,Brand New Beautiful Duplex Apartment with Garden,0.09,7,97.0,2011-08-06,238,0.8421687986955848
662,177606,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,0.84,66,94.0,2011-09-15,353,2.5859617399324173
663,177709,Modern & Cozy in the East Village!,0.41,26,88.0,2012-12-22,230,1.623068321020647
664,179214,Private Bedroom for Rent -Near All!,0.36,27,99.0,2011-12-10,276,1.6539866862653763
665,179428,Manhattan Cozy Room by Columbia Uni,0.6,48,91.0,2011-08-10,286,2.2053155816871683
666,179670,High-end doorman bldg in the LES,0.91,72,97.0,2011-09-17,354,2.7009489484713183
667,180507,Ultra Modern NYC Garden Apartment,0.24,19,96.0,2011-10-02,308,1.3874806266050774
668,180822,Heart of East Village Lots of Light,1.96,156,84.0,2011-08-27,83,3.9756892041763896
669,181522,1BR ON PROSPECT PARK-CLOSE TO CITY ,0.14,11,86.0,2011-10-03,298,1.055714459532366
670,181972,Gorgeous Entire Manhattan Townhouse,0.96,76,94.0,2011-09-12,4,2.774961253210155
671,182062,Incredibly located and designed apt,0.67,16,93.0,2016-03-20,164,1.2732395447351628
672,182069,Cozy studio Apartment in Upper East,0.77,60,94.0,2011-09-27,292,2.4656177762459994
673,182177,PRIVATE FLAT / APARTMENT- $SPECIAL$,2.98,236,92.0,2011-09-04,328,4.889969257530328
675,182649,Williamsburg bedroom by Bedford Ave,2.25,176,89.0,2011-09-27,39,4.222857838129464
676,182727,private backyard in williamsburg..!,0.4,26,94.0,2012-10-21,111,1.623068321020647
677,185266,"Clean, bright and sunny bedroom",0.17,7,93.0,2014-09-28,0,0.8421687986955848
678,185478,Spacious Loft Like Apt at Brooklyn Yoga Club,6.54,151,99.0,2016-04-11,228,3.911457366505866
679,186178,Room in Historic Prospect Heights,0.02,1,100.0,2013-09-01,365,0.3183098861837907
680,186305,peace and quiet in east village,0.41,32,96.0,2011-09-14,0,1.8006326323142123
681,186871,Cosy Lower East Side apartment,0.13,10,91.0,2011-08-21,0,1.0065842420897408
682,187566,Historic Brooklyn Studio Apartment,1.72,135,96.0,2011-09-21,270,3.698426664368999
683,187611,Large 1BD in Gorgeous 2BD Apt on Prime UWS,0.03,1,60.0,2015-06-23,82,0.3183098861837907
684,187671,Beautiful East Village 1 Bedroom,0.06,5,100.0,2011-09-03,0,0.7117625434171772
685,187986,Comfort at Crossroads of Downtown,0.03,2,90.0,2011-08-31,0,0.4501581580785531
686,188087,Full floor Trendy SOHO Loft 1600ft2,0.87,69,90.0,2011-08-23,357,2.644080496377012
687,188661,Sunny newly renovated garden apartment in Brooklyn,0.77,61,98.0,2011-09-07,344,2.4860796854048353
688,188674,UNION SQUARE/ E. VILL 1BR BEAUTIFUL,0.82,63,97.0,2011-11-27,0,2.5265063960867544
689,188803,"Ft. Greene, Huge 2 Floor Apartment Sublet/Share",0.03,1,100.0,2015-08-25,118,0.3183098861837907
