,id,name,reviews_per_month,number_of_reviews,review_scores_rating,first_review,availability_365,num_reviews_sqrt
26,7816,UWS Garden Getaway,0.14,14,95.0,2010-01-04,195,1.191006536922753
27,8024,CBG CtyBGd HelpsHaiti rm#1:1-4,1.01,103,93.0,2009-10-05,330,3.2304925189761375
28,8025,CBG Helps Haiti Room#2.5,0.29,26,94.0,2010-10-19,303,1.623068321020647
29,8110,CBG Helps Haiti Rm #2,0.51,51,90.0,2010-01-07,307,2.273187270279162
30,8225,Stay at Chez Chic budget Room #2,2.17,131,91.0,2013-03-24,288,3.643223168726595
31,8343,"3BR, 1.5 BA East Village apt w/yard",0.14,11,96.0,2011-08-19,0,1.055714459532366
32,8490,"MAISON DES SIRENES1,bohemian apartment",0.54,56,95.0,2009-08-25,199,2.382013073845506
33,9123,Clean East Village Studio,2.35,239,94.0,2009-11-01,63,4.920951421271981
34,9357,Midtown Pied-a-terre,0.57,58,90.0,2009-10-04,48,2.424175870529115
35,9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",1.05,85,85.0,2011-07-19,337,2.934672146867297
36,9657,Modern 1 BR / NYC / EAST VILLAGE,0.19,20,93.0,2009-09-08,365,1.4235250868343543
37,9668,front room/double bed,2.13,218,87.0,2009-10-04,274,4.699789147826702
38,9704,Spacious 1 bedroom in luxe building,1.3,59,98.0,2014-06-10,273,2.444984628765164
39,9782,Loft in Williamsburg Area w/ Roof,1.7,175,80.0,2009-09-20,331,4.210843993477924
40,9783,back room/bunk beds,2.47,245,89.0,2010-01-14,365,4.98233780392024
41,10452,Large B&B Style rooms,0.74,71,94.0,2010-04-18,322,2.6821267752673403
42,10962,"Lovely room 2 & garden; Best area, Legal rental",1.41,145,94.0,2009-09-27,296,3.8329585998467266
43,11708,Cute apt in artist's home,1.62,165,86.0,2009-10-27,42,4.088764520119217
44,11900,Stay at The Brooklyn Apartment!,1.48,146,90.0,2010-01-18,77,3.8461529886083987
46,12048,LowerEastSide apt share shortterm 1,1.87,190,95.0,2009-10-29,199,4.3875989894296605
47,12192,ENJOY Downtown NYC!,2.12,216,86.0,2009-10-27,33,4.6781808074020566
48,12299,Beautiful Sunny Park Slope Brooklyn,0.23,5,100.0,2016-05-26,363,0.7117625434171772
49,12303,1bdr w private bath. in lofty apt,0.26,24,100.0,2010-07-06,365,1.559393602467352
50,12318,West Side Retreat,0.67,67,94.0,2009-12-07,218,2.6054787091888953
51,12382,BROWNSTONE - 3 BEDROOM APT,2.18,211,89.0,2010-03-28,163,4.623718173562622
52,12579,Beautiful Clinton Hill Brownstone,0.44,35,99.0,2011-08-30,151,1.883146682412664
53,12627,Entire apartment in central Brooklyn neighborhood.,0.51,3,100.0,2017-09-08,57,0.5513288954217921
54,12937,"1 Stop fr. Manhattan! Private Suite,Landmark Block",2.02,190,98.0,2010-06-13,229,4.3875989894296605
55,12940,Charming Brownstone 3 - Near PRATT,0.49,49,86.0,2009-12-06,26,2.228169203286535
56,13050,bright and stylish duplex,0.11,11,94.0,2010-04-18,156,1.055714459532366
57,13076,Beautiful and Huge Sunny Apartment,0.13,10,88.0,2011-10-06,358,1.0065842420897408
58,13121,Right on Budget,0.69,63,84.0,2010-08-21,365,2.5265063960867544
59,13394,Fort Greene brownstone ,1.14,113,94.0,2010-01-01,299,3.3836805037686655
60,13414,Cat Lover Bargain in Heart of Williamsburg,0.58,47,94.0,2011-06-20,0,2.1822226355690373
61,13536,Room N3 in One family house,0.27,1,60.0,2017-11-12,365,0.3183098861837907
62,13552,Cute Cozy Studio in Manhattan,1.59,160,93.0,2009-12-07,21,4.026336968358963
63,13808,Blue Room for 2 in Brownstone for $1350 monthly,1.0,94,94.0,2010-06-06,205,3.086128847339293
64,14287,Cozy 1BD on Central Park West in New York City,0.25,25,88.0,2010-01-01,62,1.5915494309189535
65,14290,* ORIGINAL BROOKLYN LOFT *,0.56,56,95.0,2009-12-01,152,2.382013073845506
66,14314,Greenpoint Place...Has It All! ,1.13,113,95.0,2009-12-13,240,3.3836805037686655
67,14322,Beautiful Apartment in Manhattan!!!,0.14,10,91.0,2012-04-15,290,1.0065842420897408
68,14377,Williamsburg 1 bedroom Apartment,0.87,87,97.0,2009-12-18,31,2.968996964781774
69,14434,Private Bliss Art Space 2,0.6,58,91.0,2010-04-04,217,2.424175870529115
70,14468,Under the Empire State Building/Midtown Manhattan,0.75,5,100.0,2017-08-17,357,0.7117625434171772
71,14694,Brooklyn Ditmas Park LUX Garden,0.08,6,100.0,2011-09-19,365,0.779696801233676
72,14708,"Brooklyn, Ditmas Park, The Roost",0.09,7,97.0,2011-10-24,365,0.8421687986955848
73,14991,"Great Location, Manhattan Bedroom!",0.15,15,98.0,2010-03-21,365,1.2328088881229997
74,15220,Best Location in NYC! TIMES SQUARE!,2.27,226,94.0,2010-01-02,285,4.785246859167073
75,15230,Charming 2 Bedroom Yard Access,0.1,9,88.0,2010-06-28,365,0.954929658551372
76,15338,Room in Greenpoint Loft w/ Roof,1.19,119,85.0,2009-12-28,310,3.4723509116214326
77,15385,"Very, very cozy place",0.28,27,97.0,2010-05-16,310,1.6539866862653763
78,15491,Sleep by Night at CozySuite Chambre,0.06,5,90.0,2010-09-28,364,0.7117625434171772
79,15493,Stay at the CozySuite Fortress,0.24,24,81.0,2009-12-27,365,1.559393602467352
80,15509,Sleep at the CozySuite Sanctuary,0.14,14,73.0,2009-12-29,365,1.191006536922753
81,15700,Upper East Side  Charming 1 bd,0.71,65,95.0,2010-09-10,314,2.566296346245296
82,15711,2 bedroom - Upper East Side-great for kids,0.57,57,92.0,2010-01-06,126,2.403186939797496
83,15729,Village Green,0.23,22,79.0,2010-05-31,365,1.493005706664054
84,15944,"Charming, Unique Prospect Heights Atelier & Loft",0.88,80,97.0,2010-09-17,173,2.8470501736687086
85,16089,WALK to CENTRAL PARK-Your own 1 Bdrm,1.31,126,92.0,2010-04-02,183,3.573019610768259
86,16326,Comfortable 4-bedroom apt in family house.,1.38,125,99.0,2010-09-18,242,3.5588127170858854
87,16338,Double Room w Private Deck Clinton Hill Best Area,0.27,27,92.0,2010-01-02,338,1.6539866862653763
88,16422,Live-Work-Apartment: join the flair,0.36,36,96.0,2010-01-01,364,1.909859317102744
89,16458,Light-filled 2B duplex in the heart of Park Slope!,0.49,4,100.0,2017-07-02,0,0.6366197723675814
90,16580,"Sunny, Modern room in East Village!",4.13,228,94.0,2013-08-22,167,4.806373879594992
91,16595,*Loft with Bedroom - Full Floor - Williamsburg NY*,1.23,110,92.0,2010-10-26,365,3.3384622508959354
92,16737,East Village Duplex with Patio,3.2,309,92.0,2010-03-26,214,5.595377176337837
93,16821,Large Room in Amazing East Village Apt,0.98,66,92.0,2012-08-14,359,2.5859617399324173
94,16885,[1524-S] Lux Midtown East Studios - Walk to UN,0.39,1,80.0,2017-12-20,364,0.3183098861837907
95,16928,Cute one-bedroom in Nolita!,0.65,57,95.0,2010-12-02,72,2.403186939797496
96,16974,SpaHa Loft: Enormous and Bright,1.45,144,95.0,2010-01-02,185,3.819718634205488
97,16990,Sleep at the CozySuite Pinacle,0.06,5,90.0,2010-09-25,365,0.7117625434171772
98,17037,Lovely EV Artist's Home,0.49,47,95.0,2010-03-31,177,2.1822226355690373
99,17052,Bay Ridge Brooklyn Safe Haven,0.57,55,88.0,2010-03-17,361,2.360649296343821
100,17092,Cool Room in Hell's Kitchen,0.41,15,87.0,2015-03-03,255,1.2328088881229997
101,17226,Comfy home on the fabulous UWS,0.44,41,90.0,2010-06-26,283,2.0381777472379214
102,17240,Stay at the CozySuite Citadelle,0.21,21,79.0,2010-01-20,365,1.458679147889999
103,17297,Modern Brownstone living1,0.67,48,80.0,2012-04-12,137,2.2053155816871683
104,17298,Modern Brownstone living3,0.42,30,86.0,2012-04-14,135,1.7434550493976417
105,17299,Modern Brownstone living4,0.45,35,81.0,2011-10-17,146,1.883146682412664
107,17693,"HARLEM, NEW YORK WELCOMES YOU!!",1.33,19,94.0,2017-01-02,365,1.3874806266050774
108,17747,BLUE TRIM GUEST HOUSE,0.65,63,97.0,2010-03-07,362,2.5265063960867544
109,18127,Charming East Village One Bedroom Flat,0.19,17,96.0,2010-09-17,277,1.3124252824141047
110,18152,Manhattan Room,1.35,106,86.0,2011-09-23,359,3.2772008583679773
111,18195,King of Queens w/ Private Bathroom,0.13,13,98.0,2010-02-16,232,1.1476826161227638
112,18198,Little King of Queens,0.25,24,100.0,2010-02-27,275,1.559393602467352
113,18590,Fort Greene Retreat on the Park,1.26,120,97.0,2010-04-30,88,3.4869100987952835
114,18728,Beautiful Meatpacking District Loft,1.55,132,99.0,2011-03-14,256,3.6571021643903507
115,18764,Cozy 2 BR in Williamsburg ,0.57,55,88.0,2010-03-31,230,2.360649296343821
116,19159,Spacious luminous apt Upper West NYC,0.52,49,94.0,2010-06-24,261,2.228169203286535
117,19169,Entire 2 Bedroom - Large & Sunny,0.63,61,87.0,2010-04-03,249,2.4860796854048353
118,19282,"Sunny, Spacious Top Floor Haven",0.1,9,93.0,2010-10-11,91,0.954929658551372
119,19812,2 bedroom Williamsburg Apt - Bedford L stop,0.55,54,92.0,2010-02-19,229,2.3390904037010283
120,20299,Oh glorious spring!,1.63,156,92.0,2010-04-25,54,3.9756892041763896
121,20300,Great Location for NYC,0.08,2,60.0,2016-01-31,0,0.4501581580785531
122,20311,Awesome Room w/ optional pvt Bath!,0.34,33,96.0,2010-02-16,177,1.8285510821951754
123,20611,Cozy Bedroom in Williamsburg 3 BR,1.55,150,94.0,2010-03-21,265,3.8984840061683808
124,20724,Sunny room+Pvte office in huge loft,0.27,19,89.0,2012-06-01,365,1.3874806266050774
125,20734,Spacious Prospect Heights Apartment,3.31,107,98.0,2015-07-08,93,3.292623065236916
126,20853,2-bed brownstone duplex + garden,0.29,15,100.0,2013-11-10,0,1.2328088881229997
127,21293,Sunny Apartment in Artist Home,0.86,83,91.0,2010-04-13,28,2.8999410756624067
128,21456,Light-filled classic Central Park ,0.62,60,95.0,2010-03-16,117,2.4656177762459994
130,21794,COZY QUIET room 4 DOOGLERS!,0.25,24,99.0,2010-05-16,284,1.559393602467352
132,22673,NYC - CHELSEA 1 BEDROOM SAFE + COOL,0.18,16,97.0,2011-01-02,61,1.2732395447351628
133,23135,House On Henry (3rd FLR Suite),2.04,194,93.0,2010-05-20,349,4.433543687234121
134,23501,Monkey Retreat Manhattan,0.71,68,94.0,2010-04-15,0,2.6248505648282094
135,23545,Because Nice Matters-Upper Upper West Side 2bd/2ba,1.95,188,94.0,2010-04-06,172,4.364445271138075
136,23686,Private 3br 2bath West Village townhouse SALE!,0.44,30,87.0,2012-08-06,225,1.7434550493976417
137,24143,"Williamsburg Oasis—Steps To Subway, Total Privacy",3.06,289,95.0,2010-06-01,333,5.411268065124442
138,24261,Beautiful 2 bedroom Apartment,0.25,24,95.0,2010-06-01,177,1.559393602467352
139,24266,Beautiful Studio Apartment,0.42,38,97.0,2010-10-04,184,1.9621939196748204
140,24269,Beautiful 3 Bedroom Apartment,0.49,47,94.0,2010-05-17,183,2.1822226355690373
141,24281,Beautiful Studio Apartment 2,0.63,61,95.0,2010-04-04,200,2.4860796854048353
142,24285,Beautiful Duplex Apartment,0.74,70,96.0,2010-05-29,176,2.6631715782058887
144,25235,Large 2 Bedroom Great for Groups!,1.55,147,93.0,2010-05-18,292,3.8593022679525446
145,25406,Modern Traveler's Suite in Brooklyn,0.49,28,92.0,2013-07-12,62,1.6843375973911696
146,25696,"1,800 sq foot in luxury building",1.65,147,95.0,2010-11-02,361,3.8593022679525446
147,26012,Sunny 2-story townhouse w garden,0.23,19,98.0,2011-07-14,65,1.3874806266050774
148,26362,"Times Square, Safe, Clean and Cozy!",2.88,274,92.0,2010-05-16,290,5.268966152671751
149,26520,"Large Cozy Room #3, Landmark Home 1 Block to PRATT",0.14,11,92.0,2011-07-17,336,1.055714459532366
150,26540,Studio Apartment/Work Space in East Village,0.17,16,98.0,2010-04-29,0,1.2732395447351628
151,26559,Beautiful Apartment East Village,0.15,12,97.0,2011-08-26,173,1.1026577908435842
152,26785,Park Slope Green Guest House,4.34,409,98.0,2010-06-08,228,6.437419056556451
153,26864,Nice room in Prime W.Burg Location,0.06,5,96.0,2011-11-06,84,0.7117625434171772
154,26954,NYC fabulous views Manhattan's eye,0.46,38,98.0,2011-05-16,365,1.9621939196748204
155,26969,2 story family home in Williamsburg,2.92,266,96.0,2010-09-08,79,5.191477135542624
156,27006,Prime UWS 2-BD Family-Friendly Brownstone,0.23,19,92.0,2011-04-28,134,1.3874806266050774
157,27024,"Priv Apt,Garden,BBQ,A/C,BigTV,for 4",3.96,354,88.0,2010-10-28,155,5.9889647694228065
158,27385,Great Large 1 BR apt  in East Village!,0.9,84,94.0,2010-07-06,323,2.917358295779998
159,27531,Eveland Private Bed & Living Room w/ Own Entrance,3.29,310,98.0,2010-06-05,60,5.604423871293526
160,27644,Sugar Hill Rest Stop ,1.81,144,95.0,2011-08-23,354,3.819718634205488
161,27659,3 Story Town House in Park Slope,0.2,10,96.0,2014-01-05,185,1.0065842420897408
162,27759,apartment next to Central park,0.12,11,90.0,2010-08-18,31,1.055714459532366
163,27883,East Village Sanctuary,0.27,25,97.0,2010-09-14,0,1.5915494309189535
164,28083,SPECTACULAR view in a modern condo!,0.45,36,98.0,2011-08-02,3,1.909859317102744
165,28321,Large 1  BR in a 3 BR Brooklyn apt. next to Q Trn.,0.03,3,80.0,2010-05-17,365,0.5513288954217921
166,28342,Scarlett Room--5 min. Grand Central,0.15,14,98.0,2010-06-13,342,1.191006536922753
168,28396,Modern Apt with Spectacular Views,0.1,9,91.0,2010-10-14,0,0.954929658551372
169,28907,Garden studio in the Upper East Sid,0.22,21,99.0,2010-06-01,50,1.458679147889999
170,29012,Big Room in Beautiful Huge Apt,0.39,36,94.0,2010-08-08,310,1.909859317102744
171,29013,B & B Room 1,0.57,53,95.0,2010-08-03,325,2.3173309502623707
172,29414,Modern & Quiet Studio Downtown Manhattan!,1.06,99,93.0,2010-07-11,84,3.167143378597098
173,29455,ACCOMMODATIONS GALORE #1,1.25,116,92.0,2010-07-16,305,3.428302393679878
174,29594,Sunny private house with yard in trendy area,0.24,22,95.0,2010-09-23,62,1.493005706664054
175,29628,Sunny Room in New Condo,2.26,213,98.0,2010-06-06,317,4.645579847103906
176,30031,NYC artists’ loft with roof deck,1.74,152,98.0,2011-01-06,272,3.9243878393496407
177,30222,Lovely Boerum Hill - PrivateTerrace,1.67,157,95.0,2010-06-14,331,3.988411442146739
178,30589,Sunny Williamsburg Penthouse,0.94,88,97.0,2010-07-04,85,2.986011413328108
179,30927,Unique & Charming small 1br Apt. LES,0.33,30,88.0,2010-08-07,15,1.7434550493976417
180,30970,Classic Williamsburg,1.97,186,86.0,2010-05-31,298,4.341168063721425
181,31130,Most Central Location!,0.29,27,97.0,2010-06-21,162,1.6539866862653763
182,31425,"Bedroom, Private Ensuite Bath, Breakfast",0.94,86,95.0,2010-09-07,61,2.951884447813134
183,31555,Luminous Beautiful West Village Studio,0.22,19,91.0,2011-01-10,42,1.3874806266050774
185,31994,Room with En Suite Bathroom & Deck,3.93,366,90.0,2010-07-09,341,6.089626689140775
186,32023,FLAT MACDONOUGH,1.83,169,91.0,2010-08-04,195,4.138028520389279
187,32037,Huge Private  Floor at The Waverly,0.7,65,96.0,2010-08-07,365,2.566296346245296
188,32100,"Modern Greenpoint, Brooklyn Apt",0.03,3,100.0,2010-08-13,63,0.5513288954217921
189,32244,Ergonomic Parkside East Village 1BR,0.34,31,95.0,2010-10-02,1,1.77227444063059
190,32289,"Sun-drenched, artsy modernist 1+ BR",0.1,9,100.0,2011-01-02,93,0.954929658551372
191,32329,Fully Furnished Beautiful 1 Bedroom,0.04,3,100.0,2012-09-01,363,0.5513288954217921
192,32331,"Sunny, Cobble Hill Apartment",0.04,4,90.0,2010-09-06,0,0.6366197723675814
193,32363,Fully Furnished Basement Apartment,0.01,1,80.0,2011-09-19,0,0.3183098861837907
194,32965,FLAT MACDONOUGH GARDEN,1.66,93,91.0,2013-08-01,216,3.069669376127894
195,33009,Retreat in Williamsburg,2.1,196,99.0,2010-07-05,307,4.45633840657307
196,33156,"Sunny, clean Zen Studio pr.Bath UWS",0.23,19,100.0,2011-05-29,271,1.3874806266050774
197,33223,Cozy BR in Wiliamsburg 3 Bedroom,1.81,165,93.0,2010-09-05,239,4.088764520119217
199,34760,"Sunny Room in Townhouse, Historic Brooklyn",0.87,8,100.0,2017-06-01,92,0.9003163161571062
200,35526,Sun Filled Classic West Village Apt,0.57,52,98.0,2010-09-18,294,2.2953652322455276
201,35950,Charming Rental in Brooklyn Heights,0.42,34,86.0,2011-07-18,100,1.8560496339913664
202,35963,Great 1 br Apt! Next to Manhattan!,0.16,14,90.0,2010-11-15,241,1.191006536922753
203,36121,Lg Rm in Historic Prospect Heights,0.1,9,98.0,2010-12-11,276,0.954929658551372
204,36133,Classic Artist Loft Williamsburg,1.69,135,94.0,2011-08-16,325,3.698426664368999
205,36442,"Great location! Spacious, Prospect Park",0.03,2,80.0,2012-09-02,86,0.4501581580785531
206,36647,Private Bdrm/Bathrm. New! Elevator!,0.38,34,95.0,2010-10-04,269,1.8560496339913664
207,36934,Great location in Williamsburg,0.28,25,88.0,2010-10-13,86,1.5915494309189535
208,37197,bright east village apt in hot area,0.68,54,89.0,2011-08-23,24,2.3390904037010283
209,38638,Light and Airy Upper East Side 1 BDR apartment,1.16,107,95.0,2010-08-05,305,3.292623065236916
210,38663,Luxury Brownstone in Boerum Hill,0.3,21,93.0,2012-07-09,270,1.458679147889999
211,38780,Great room to stay ,0.53,45,89.0,2011-03-18,180,2.1352876302515313
212,38833,Spectacular West Harlem Garden Apt,1.64,150,96.0,2010-08-28,0,3.8984840061683808
213,39267,CENTRAL PARK LOFT all for YOU,17.34,189,83.0,2017-04-14,116,4.376037443669997
214,39282,Indie-Chic Share In Williamsburg,1.82,168,95.0,2010-08-02,127,4.125767668193732
215,39572,1 br in a 2 br apt (Midtown West),0.36,33,96.0,2010-08-31,362,1.8285510821951754
216,39704,"Private, Large & Sunny 1BR w/W&D",2.96,271,94.0,2010-08-23,333,5.240042057758081
217,39755,Spacious 2BR 2.5BA Upper West Side ,0.11,9,100.0,2011-07-22,0,0.954929658551372
218,40039,Luxurious Condo in DUBMO with View,0.15,14,100.0,2010-09-20,365,1.191006536922753
219,40084,Spacious Artist's Bedroom,0.05,2,100.0,2014-10-08,0,0.4501581580785531
220,40248,Summer in Manhattan! Hip Harlem,0.02,1,100.0,2014-08-14,365,0.3183098861837907
221,40453,Charming & Cozy midtown loft any weeks !!!,0.12,4,100.0,2015-05-07,365,0.6366197723675814
222,41348,* Spacious GARDEN Park Slope Duplex* 6 people max,1.51,52,92.0,2015-05-10,309,2.2953652322455276
223,41386,"Apt.in landmark Brownstone, Harlem",0.28,19,92.0,2012-08-05,207,1.3874806266050774
224,41513,Convenient cozy cheap apt Manhattan,0.05,2,80.0,2014-12-31,0,0.4501581580785531
225,41550,1 Bedroom  Apt./ Ft Greene ,0.47,43,94.0,2010-08-23,229,2.087297510327774
226,41959,Artist Studio 5' walk to CentrlPark,2.8,248,94.0,2010-11-23,147,5.012749100373942
227,42300,Beautiful Lower East Side Loft,0.62,57,95.0,2010-08-08,283,2.403186939797496
228,42580, Parlor Room In Victorian Townhouse,3.43,234,90.0,2012-07-27,354,4.869204963061941
229,42729,House On Henry (2nd FLR Suite),1.33,121,91.0,2010-09-13,331,3.5014087480216975
230,42744,"Charming, Spacious, Private, Yours",0.09,7,90.0,2011-09-12,365,0.8421687986955848
231,42882,New York room with a view,1.78,149,95.0,2011-04-23,355,3.885467328740306
232,43656,West Village Penthouse,0.25,22,97.0,2011-01-05,19,1.493005706664054
233,43957,Sunny cozy room in Brklyn townhouse,0.45,15,99.0,2015-06-01,68,1.2328088881229997
234,44096,Room with a View,1.28,116,96.0,2010-09-14,359,3.428302393679878
235,44145,Hell's Kitchen funky 80's hideaway!!,1.32,120,93.0,2010-09-10,353,3.4869100987952835
236,44161,Light+Open+Airy+Rustic+Modern Loft,2.1,193,95.0,2010-08-15,141,4.422102265096454
237,44212,West Inn 2 - East Village,0.62,57,93.0,2010-08-17,316,2.403186939797496
238,44221,Financial District Luxury Loft,1.09,100,97.0,2010-08-29,17,3.183098861837907
239,44229,BROOKLYN VICTORIAN STYLE SUITE.....,1.87,169,93.0,2010-10-02,349,4.138028520389279
240,44288,Private Lovely West Village Studio,0.8,73,95.0,2010-08-28,218,2.7196408597259043
241,44472,Large Artists Designer Loft in NoHo,0.17,16,100.0,2010-08-18,308,1.2732395447351628
242,44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,0.42,38,94.0,2010-09-14,289,1.9621939196748204
243,44698,cozy room SMILE as  you dream.,1.34,123,93.0,2010-08-30,365,3.530227413072357
244,45556,"Ft. Greene, Brooklyn:Middle Bedroom",1.54,140,97.0,2010-09-15,329,3.766293364825328
245,45689,Fully Furnished 2BR - West Village,2.6,235,94.0,2010-09-28,288,4.879598155171118
246,45910,Beautiful Queens Brownstone! - 5BR,0.12,9,88.0,2012-01-03,365,0.954929658551372
247,45936,Couldn't Be Closer To Columbia Uni,1.15,100,93.0,2011-01-02,273,3.183098861837907
248,45940,Bright Spacious Condo,0.42,17,96.0,2014-11-02,359,1.3124252824141047
249,46544,Park Slope haven 15 mins from Soho,0.52,46,94.0,2010-12-09,151,2.158882684989515
250,46723,SAFE  AND BEAUTIFUL ACCOMODATION,1.26,115,95.0,2010-09-16,353,3.413493242833336
251,46859,Stay at the CozySuite Meridian,0.06,5,84.0,2010-11-27,365,0.7117625434171772
252,46911,Large Room in private Brownstone in Park Slope,0.45,41,96.0,2010-09-27,311,2.0381777472379214
253,47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",1.59,145,96.0,2010-09-07,354,3.8329585998467266
254,47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",0.34,30,89.0,2010-12-06,365,1.7434550493976417
255,47370,Chelsea Studio sublet 1 - 2 months,0.03,3,90.0,2010-10-24,0,0.5513288954217921
256,48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,0.87,77,95.0,2010-12-06,106,2.793157915417603
257,49715,Beautiful Room in Central Harlem,1.27,115,95.0,2010-10-07,263,3.413493242833336
258,50174,"Spacious, Spotless 1Bd- BK Heights!",1.91,172,98.0,2010-10-11,24,4.174595020655548
259,50447,Lovely Apt & Garden; Legal; Best Area; Amenities,1.39,124,97.0,2010-11-07,200,3.54454888126118
260,50726,Sunny + Spacious Brownstone Haven,0.04,3,100.0,2011-03-22,362,0.5513288954217921
262,51485,Lower East Side $60~/night,2.55,229,86.0,2010-10-22,24,4.816902641126905
263,51510,Great East Village Bedroom,2.46,223,95.0,2010-09-20,282,4.753380265899344
264,51533,Spacious Williamsburg BK 1br Apt ,0.02,2,90.0,2010-10-17,0,0.4501581580785531
265,51572,Prime Location in Manhattan,3.49,315,92.0,2010-10-11,317,5.6494400472379915
266,51778,The artist's house,0.31,28,91.0,2010-10-15,96,1.6843375973911696
267,51850,Excellent/Pvt Rm,0.54,49,88.0,2010-10-09,365,2.228169203286535
268,51852,Private Rm2/With Pvt Bath,0.67,61,92.0,2010-09-23,365,2.4860796854048353
269,52123,ONLY 10 min. AWAY from Midtown ,0.33,29,87.0,2010-11-13,365,1.714151196839939
270,52549,The artist's house part 2,0.28,24,92.0,2011-03-14,123,1.559393602467352
271,52757,"Park Slope - Big, Bright and Sunny",0.34,30,94.0,2010-11-03,337,1.7434550493976417
272,53016,Bright &Spacious 3brm Crown Heights,0.73,66,92.0,2010-10-11,119,2.5859617399324173
273,53137,"Quiet, sunny Midtown Manhattan apt.",0.01,1,60.0,2010-11-06,31,0.3183098861837907
274,53196,Big Room/Washer-Dryer/Wifi/AC/JMZ,1.67,11,98.0,2017-08-20,0,1.055714459532366
275,53469,cozy studio with parking spot,0.37,33,87.0,2010-10-18,365,1.8285510821951754
276,53470,Clean and convenient 2BR apartment,0.08,6,80.0,2011-10-22,365,0.779696801233676
277,53477,Nice Queens townhouse with parking,0.16,13,93.0,2011-05-15,365,1.1476826161227638
278,53630,"Near Central Park, Clean, Safe, near subways",1.28,83,90.0,2012-11-09,220,2.8999410756624067
279,53758,ARTY BOHEMIAN PRVT ROOM,1.02,91,89.0,2010-10-25,61,3.0364827862928414
280,53843,Sunny Brooklyn studio,0.58,51,95.0,2010-11-24,10,2.273187270279162
282,54158,The Institute—Heart of Williamsburg,3.12,274,93.0,2010-12-20,251,5.268966152671751
284,54453,MIDTOWN WEST - Large alcove studio,0.11,10,90.0,2010-11-10,363,1.0065842420897408
285,54508,Sml Rm in pr Brst  Park Sl great for Med/students,0.74,67,91.0,2010-10-14,284,2.6054787091888953
286,54544,City Room - Private Penthouse Apt.,0.93,81,93.0,2011-01-02,325,2.864788975654116
287,54626,Cozy bedroom by Yankee Stadium,0.8,63,96.0,2011-09-06,362,2.5265063960867544
288,54694,Great Deal/Pvt Rm,0.69,62,87.0,2010-10-13,365,2.506374550186971
289,54860,Great apartment with private bathroom and entrance,1.69,152,96.0,2010-10-22,177,3.9243878393496407
